grunnkrets_id,year,couple_children_0_to_5_years,couple_children_18_or_above,couple_children_6_to_17_years,couple_without_children,single_parent_children_0_to_5_years,single_parent_children_18_or_above,single_parent_children_6_to_17_years,singles
19020103,2016,32,7,0,146,10,7,13,221
3013514,2016,65,0,24,66,0,9,13,142
19330307,2016,12,17,37,28,0,10,13,32
11020119,2016,72,12,29,38,18,10,13,126
2191411,2016,85,27,77,70,9,11,13,61
4030704,2016,80,21,83,62,0,0,13,48
12530305,2016,82,33,57,70,11,0,13,31
18700206,2016,37,24,44,76,0,0,13,28
17190406,2016,49,12,64,52,0,4,13,32
2140105,2016,79,31,85,76,0,8,13,67
1061205,2016,84,30,81,40,25,11,13,75
8220105,2016,79,36,93,84,0,14,13,59
11060302,2016,27,11,49,32,0,9,13,36
2191214,2016,52,0,35,12,0,6,13,11
12010109,2016,34,11,22,82,4,8,13,141
6020504,2016,61,10,67,26,12,10,13,80
5010302,2016,47,22,99,76,6,11,13,50
12011619,2016,123,35,146,88,6,25,13,91
18650417,2016,16,0,20,8,0,0,13,28
2360108,2016,63,32,77,68,0,0,13,45
16270207,2016,63,18,52,100,0,4,13,52
6210201,2016,34,0,28,62,4,10,13,76
18490102,2016,27,23,34,58,14,11,13,45
11031811,2016,105,27,129,78,0,6,13,52
15150111,2016,40,0,79,62,0,18,13,30
4270202,2016,46,14,14,40,4,19,13,54
2170305,2016,53,30,86,44,6,4,13,65
4200302,2016,28,22,65,66,0,8,13,37
2311003,2016,70,20,82,58,0,15,13,22
7110101,2016,75,43,83,84,6,16,13,57
16012203,2016,156,22,113,90,0,0,13,52
10140401,2016,105,46,132,112,13,12,13,36
7090403,2016,63,15,77,62,0,14,13,44
12460307,2016,100,31,95,108,0,15,13,45
11010302,2016,153,63,146,160,9,20,13,159
11060701,2016,81,37,160,78,0,21,13,123
6260202,2016,23,40,73,58,0,0,13,42
7160301,2016,49,20,86,58,0,0,13,31
11020117,2016,51,14,22,64,0,5,13,69
1370113,2016,59,32,106,122,0,6,13,60
11030104,2016,88,48,90,110,5,9,13,75
11020901,2016,144,44,143,90,0,11,13,75
12270101,2016,32,22,34,56,0,13,13,50
3013416,2016,88,32,57,46,0,14,13,58
5020706,2016,59,38,56,108,0,0,13,39
8061409,2016,62,14,48,48,0,4,13,43
17360105,2016,38,34,21,54,0,4,13,49
15250107,2016,120,27,100,152,8,4,13,164
16630401,2016,55,12,72,50,6,6,13,47
7091606,2016,22,24,35,66,0,8,13,83
4020511,2016,47,28,53,92,0,13,13,66
6280301,2016,50,28,69,78,0,19,13,68
1010204,2016,90,31,97,116,31,22,13,107
2191911,2016,48,11,46,82,0,24,13,74
15150203,2016,42,21,22,74,0,0,13,33
2170104,2016,69,41,95,100,0,0,13,47
10010708,2016,19,10,34,42,0,4,13,50
1063303,2016,59,66,116,88,9,6,13,44
1250108,2016,101,36,74,128,6,6,13,45
8051109,2016,66,31,26,64,0,7,13,50
10010917,2016,68,50,90,116,10,8,13,74
16480301,2016,24,28,32,40,0,10,13,24
16017524,2016,105,80,142,110,8,11,13,90
12280308,2016,91,35,112,120,8,17,13,58
3014005,2016,11,8,13,18,8,0,13,34
2191206,2016,82,41,141,52,6,0,13,34
8050307,2016,53,66,95,128,0,0,13,24
10020402,2016,59,14,75,60,12,6,13,36
1370114,2016,110,53,207,180,0,12,13,82
15150306,2016,62,44,112,98,5,30,13,75
8050103,2016,41,0,33,44,0,0,13,31
12560209,2016,98,47,116,100,0,8,13,36
18330204,2016,40,0,46,60,0,9,13,81
15170208,2016,41,25,48,18,4,12,13,28
4270305,2016,64,32,86,142,4,12,13,88
5210202,2016,30,22,51,72,4,14,13,77
9040217,2016,36,19,92,60,4,0,13,50
10370307,2016,63,20,81,74,9,0,13,59
19130201,2016,50,16,35,84,0,12,13,56
14200204,2016,148,54,193,146,20,15,13,213
12010308,2016,64,18,48,110,0,18,13,166
12460301,2016,92,37,117,82,7,0,13,36
15020305,2016,52,38,47,100,0,0,13,51
6040609,2016,54,21,91,84,0,4,13,53
1270101,2016,47,24,104,86,0,6,13,49
5021306,2016,27,10,15,42,0,7,13,65
14380105,2016,45,10,18,34,0,8,13,10
8070405,2016,28,12,31,60,7,10,13,110
6200107,2016,31,13,63,70,0,10,13,57
5320205,2016,23,20,35,18,0,11,13,40
4340103,2016,27,10,67,68,0,14,13,52
11032203,2016,149,58,292,196,4,10,13,95
16014109,2016,81,69,167,126,0,11,13,112
15051202,2016,71,35,81,66,7,7,13,49
18410204,2016,40,9,83,82,0,11,13,41
18040415,2016,24,0,37,66,7,13,13,138
17440110,2016,61,25,61,90,8,0,13,43
19020217,2016,78,54,123,64,8,12,13,56
10030107,2016,29,0,63,48,0,0,13,104
20030302,2016,0,9,52,32,0,4,13,22
3014410,2016,133,58,198,148,0,5,13,82
16530506,2016,23,18,18,14,0,6,13,25
2190529,2015,51,13,27,18,0,0,14,38
4030306,2015,39,31,90,86,7,9,14,63
5210104,2015,40,14,44,94,0,10,14,41
15200403,2015,41,35,45,64,0,13,14,65
1065302,2015,28,29,72,70,0,0,14,26
16012108,2015,40,9,42,42,4,9,14,50
18130310,2015,56,33,45,102,12,10,14,99
2191213,2015,184,13,77,26,0,0,14,19
6260104,2015,370,31,200,138,6,5,14,62
10030213,2015,27,23,47,56,10,6,14,37
4250501,2015,23,25,49,64,0,7,14,48
4150108,2015,24,28,11,44,0,11,14,29
4250201,2015,40,16,20,76,6,16,14,50
2310807,2015,69,15,56,112,0,31,14,155
16014112,2015,39,12,41,34,0,0,14,29
11060109,2015,33,9,42,66,5,0,14,79
17140402,2015,47,16,52,54,0,0,14,28
4120603,2015,61,13,47,62,8,0,14,51
4290111,2015,22,9,36,160,8,0,14,278
2310409,2015,186,36,121,52,7,9,14,45
17170111,2015,93,9,95,82,0,10,14,45
8070602,2015,68,21,105,120,7,11,14,35
2160201,2015,62,37,143,122,0,12,14,68
6160108,2015,53,15,114,130,9,17,14,105
5330104,2015,36,46,75,88,13,18,14,62
11060401,2015,14,17,13,22,0,0,14,8
16380409,2015,54,26,48,48,4,0,14,28
9260213,2015,17,0,0,34,8,5,14,62
8150503,2015,23,31,84,156,6,9,14,189
4170403,2015,36,18,31,44,7,4,14,21
9065201,2015,5,16,38,40,0,6,14,58
8340103,2015,64,19,38,66,0,12,14,38
8050608,2015,41,20,11,40,6,14,14,83
2330407,2015,61,66,89,72,0,4,14,48
5160307,2015,27,11,14,18,0,7,14,17
15140105,2015,0,24,50,62,0,10,14,46
12560209,2015,95,51,125,86,0,11,14,37
5280205,2015,23,20,10,66,7,12,14,118
9062205,2015,58,28,120,68,0,12,14,38
6040212,2015,28,13,32,46,0,0,14,19
18050604,2015,66,43,70,72,9,0,14,73
9280107,2015,24,16,58,94,12,0,14,139
7280106,2015,33,16,51,62,0,4,14,30
3010308,2015,97,6,25,222,17,8,14,394
12010209,2015,74,9,38,108,0,9,14,142
1052306,2015,117,25,72,126,8,11,14,41
16530303,2015,15,32,34,32,0,0,14,42
18041012,2015,92,19,165,50,5,4,14,36
2310419,2015,75,23,64,26,0,5,14,9
18520104,2015,34,37,43,82,10,13,14,55
7230101,2015,73,45,92,168,0,14,14,93
9010305,2015,18,24,42,44,0,15,14,26
5280106,2015,38,16,37,28,12,18,14,31
10020406,2015,69,18,66,92,8,0,14,67
4280508,2015,53,14,69,56,0,7,14,45
2310706,2015,42,21,76,72,0,8,14,15
8140401,2015,45,44,50,120,0,8,14,94
18600509,2015,45,18,22,38,0,4,14,44
16530304,2015,94,25,89,66,0,6,14,43
12510202,2015,71,52,67,76,0,8,14,22
12240611,2015,39,18,101,64,0,10,14,40
11020801,2015,165,75,138,172,11,10,14,97
12240406,2015,28,36,39,64,0,11,14,70
8060201,2015,61,21,63,98,8,17,14,50
16012202,2015,94,19,128,38,7,7,14,32
14010118,2015,68,46,109,82,13,8,14,68
2311003,2015,58,14,92,54,0,17,14,20
2140218,2015,308,30,133,184,9,17,14,208
16530402,2015,110,49,200,148,0,18,14,101
2200507,2015,68,64,128,82,11,22,14,57
15020602,2015,34,37,41,84,4,0,14,47
10030107,2015,14,13,54,54,0,4,14,102
16640103,2015,31,34,68,52,4,7,14,33
4270901,2015,48,46,22,56,0,8,14,29
2310104,2015,74,52,50,88,7,13,14,49
14210106,2015,72,36,71,52,0,14,14,76
10170402,2015,42,16,17,30,12,5,14,28
2390112,2015,59,21,50,84,5,13,14,45
5010604,2015,25,0,31,114,0,13,14,190
9065104,2015,13,10,5,46,10,0,14,114
18280105,2015,23,7,23,30,0,4,14,33
7130204,2015,49,28,24,32,0,6,14,51
15630302,2015,45,37,81,70,5,9,14,43
6200204,2015,8,9,29,22,0,12,14,18
1061804,2015,47,23,70,124,10,14,14,116
7090402,2015,66,40,70,58,5,16,14,77
6200209,2015,108,74,127,104,12,16,14,149
12660103,2015,21,32,21,46,0,4,14,37
6040108,2015,73,31,63,48,8,4,14,36
15190103,2015,18,14,82,44,0,6,14,27
17020113,2015,85,54,69,130,0,8,14,57
1350108,2015,87,47,95,134,0,11,14,51
5020304,2015,71,12,50,34,0,5,14,50
17140405,2015,117,27,143,96,9,6,14,64
19022033,2015,82,76,123,98,10,9,14,43
2270302,2015,105,54,118,114,9,17,14,78
15350302,2015,14,0,0,18,0,0,14,12
20030404,2015,19,0,11,24,0,0,14,17
2190209,2015,96,21,79,20,0,4,14,13
16400115,2015,17,0,17,16,0,6,14,14
15250101,2015,25,22,69,46,0,6,14,36
6260202,2015,16,32,78,56,0,6,14,40
2191407,2015,54,12,31,56,0,7,14,112
8220102,2015,35,44,66,112,11,10,14,49
2311005,2015,79,34,87,52,0,16,14,55
2200901,2015,44,37,66,92,8,17,14,58
7230105,2015,39,44,127,84,0,12,14,81
14290206,2015,114,27,114,90,7,16,14,113
17110107,2015,26,13,25,40,7,6,14,54
20030203,2015,52,32,101,32,8,7,14,56
16360105,2015,54,38,92,96,7,10,14,48
4270603,2015,92,34,74,108,0,15,14,68
2260103,2015,41,31,55,60,0,4,14,83
12010624,2015,34,25,50,122,0,4,14,168
7040107,2015,64,31,59,72,11,7,14,30
8061406,2015,50,33,70,170,0,8,14,44
7041304,2015,44,15,32,56,8,9,14,29
18040205,2015,25,18,66,36,0,10,14,46
18330214,2015,74,15,48,54,19,11,14,102
15480602,2015,60,36,36,38,0,12,14,36
8070202,2015,25,19,12,34,8,13,14,19
6260501,2015,69,9,69,64,0,9,14,58
2360105,2015,46,35,47,80,10,9,14,47
2280504,2015,116,78,134,112,9,9,14,62
11490402,2015,117,67,100,96,14,18,14,78
19230105,2015,37,25,67,26,0,6,14,42
18330405,2015,66,27,67,76,7,9,14,55
4030502,2015,48,19,47,86,0,9,14,53
6020131,2015,119,48,143,130,9,9,14,67
4030111,2015,44,12,12,34,8,13,14,34
17020107,2015,43,14,54,46,0,0,14,20
6190207,2015,31,9,40,18,0,6,14,21
6020706,2015,29,0,12,120,0,6,14,122
6050102,2015,38,9,29,84,6,8,14,134
4030102,2015,14,18,21,130,0,10,14,72
18560103,2015,34,12,15,24,0,4,14,27
2191207,2015,122,0,29,44,0,9,14,26
2330308,2015,71,60,111,78,0,14,14,53
4030405,2015,48,0,60,356,10,16,14,399
20300204,2015,49,16,107,50,4,0,14,38
12011201,2015,45,24,45,56,0,6,14,43
3013605,2015,83,18,35,66,14,11,14,87
17190206,2015,65,27,94,78,0,15,14,31
1040908,2015,67,25,58,82,10,15,14,59
18410402,2015,22,21,67,32,4,0,14,32
8061409,2015,50,10,50,52,0,0,14,38
3014608,2015,283,0,30,318,59,0,14,1036
20030106,2015,21,12,51,68,0,0,14,84
11210501,2015,85,38,70,84,0,0,14,51
10290103,2015,78,40,74,120,12,8,14,58
16640112,2015,38,30,58,46,0,13,14,24
5400103,2015,48,23,68,66,7,15,14,52
17190104,2015,137,13,43,86,4,15,14,53
16017218,2015,127,12,64,94,6,22,14,105
6260303,2015,44,9,30,48,0,0,14,47
18680105,2015,47,6,40,38,12,4,14,25
15230106,2015,67,15,32,44,0,8,14,32
18050801,2015,75,32,85,82,0,8,14,99
12220114,2015,104,61,100,110,8,11,14,53
2140103,2015,117,0,55,64,0,15,14,59
2191509,2015,32,6,14,24,10,0,14,20
17420113,2015,0,26,39,48,0,0,14,33
14450201,2015,79,49,86,60,4,8,14,66
7130302,2015,70,27,84,60,5,12,14,35
16014314,2015,39,27,70,98,8,13,14,50
12010119,2015,49,25,49,106,4,15,14,179
2310204,2015,24,28,28,152,7,23,14,170
15040503,2015,89,0,129,50,5,6,14,48
2170107,2015,115,82,141,114,0,6,14,60
2260107,2015,48,49,68,88,0,14,14,36
3012901,2015,123,47,35,388,16,14,14,420
16011511,2015,102,6,16,332,20,16,14,494
16011401,2015,78,33,51,222,7,9,14,330
3012305,2015,123,9,51,256,11,12,14,464
6050502,2015,73,41,69,88,0,12,14,59
18330101,2015,33,20,32,32,6,0,14,18
12660110,2015,39,31,52,32,9,4,14,40
2130603,2015,65,37,44,64,0,6,14,42
7090801,2015,84,71,169,206,20,13,14,181
7160306,2015,28,9,30,24,0,0,14,20
6230401,2015,32,25,35,48,0,0,14,33
11190405,2015,31,25,48,70,4,0,14,38
14010305,2015,52,20,75,50,0,4,14,43
7160404,2015,8,9,15,52,0,4,14,19
12210504,2015,118,65,95,116,15,4,14,52
7200301,2015,69,32,100,62,10,9,14,46
14320203,2015,102,31,42,54,12,11,14,28
16270108,2015,25,19,30,48,0,5,14,31
16015215,2015,116,32,81,76,4,8,14,49
12010211,2015,68,18,48,96,0,8,14,137
11032203,2015,150,62,314,196,0,10,14,98
6220105,2015,12,6,40,58,0,11,14,56
17500103,2015,47,16,58,114,14,12,14,135
5280202,2015,42,16,57,56,0,14,14,69
15051106,2015,97,18,85,92,0,0,14,40
12530305,2015,69,23,67,70,9,5,14,36
18710102,2015,36,15,56,58,10,8,14,58
3013721,2015,81,9,16,110,20,10,14,89
2130502,2015,54,41,141,72,14,12,14,68
9350102,2015,74,23,65,74,9,12,14,36
15200206,2015,8,14,28,28,0,0,14,56
15710202,2015,13,14,21,40,0,0,14,35
14440103,2015,52,46,68,50,0,4,14,55
18490102,2015,30,30,30,56,15,7,14,38
7010204,2015,93,33,113,126,12,8,14,54
11300201,2015,81,43,111,90,0,10,14,48
12010503,2015,105,20,45,192,0,12,14,187
12010204,2015,118,34,18,262,8,0,14,426
4120621,2015,42,9,48,36,0,0,14,35
9065213,2015,67,13,58,52,16,8,14,104
4200302,2015,51,12,61,62,0,8,14,42
11220102,2015,86,27,80,114,18,15,14,131
3010910,2015,110,9,52,354,23,16,14,461
5020204,2015,35,6,27,66,0,0,14,45
7040103,2015,55,16,110,96,16,0,14,135
8060304,2015,27,26,49,98,0,6,14,122
14260104,2015,32,20,59,52,0,8,14,39
12010619,2015,37,25,45,92,0,10,14,165
10030106,2015,35,6,8,36,10,11,14,89
7200307,2015,52,22,67,60,0,4,14,52
10010406,2015,123,30,91,100,0,6,14,59
11490504,2015,64,28,56,76,7,7,14,52
11020102,2015,67,14,33,136,0,8,14,200
1010204,2015,91,22,97,128,25,10,14,106
8070209,2015,50,69,92,164,0,12,14,98
14160305,2015,17,26,18,46,0,6,14,31
10020704,2015,75,32,71,88,0,9,14,40
16015237,2015,91,18,124,122,4,12,14,46
12530407,2015,65,28,82,92,7,16,14,41
4170410,2015,49,38,66,122,6,20,14,49
7020205,2015,78,27,131,156,0,9,14,57
12240906,2015,66,27,67,54,13,12,14,46
5190203,2015,46,10,56,56,0,6,14,35
17500102,2015,79,25,52,54,0,10,14,28
16012304,2015,109,33,148,90,0,10,14,61
4020108,2015,62,28,92,98,0,12,14,30
1061205,2015,79,21,68,42,25,17,14,74
17510101,2015,18,12,27,24,0,6,14,16
1050302,2015,35,9,71,70,0,8,14,72
15160108,2015,119,22,111,64,12,9,14,89
17210303,2015,96,34,53,70,6,11,14,57
10170404,2015,57,18,113,36,7,0,14,29
16200106,2015,53,24,78,58,0,0,14,42
4270501,2015,62,26,57,58,0,0,14,31
2310504,2015,85,58,165,86,9,0,14,45
11032711,2015,28,7,66,32,0,4,14,80
7130303,2015,49,19,74,46,0,4,14,56
2190703,2015,181,22,88,130,8,9,14,160
2130305,2015,57,0,40,78,0,10,14,70
1350103,2015,45,12,78,66,0,0,14,43
18700202,2015,35,18,79,38,6,8,14,44
6050201,2015,24,24,34,84,7,8,14,76
4280501,2015,9,18,44,44,0,0,14,35
6021015,2015,54,23,69,46,0,0,14,17
4121104,2015,30,7,79,58,0,0,14,46
16017410,2015,70,35,115,132,0,0,14,37
4230103,2015,21,22,56,62,0,6,14,42
4120311,2015,65,48,51,76,19,6,14,60
16013108,2015,60,18,52,96,9,8,14,197
15540106,2015,18,21,24,38,0,9,14,25
9260106,2015,69,47,71,92,9,12,14,60
7020103,2015,37,13,45,114,9,12,14,134
17140409,2015,31,12,59,78,0,0,14,33
19360202,2015,22,23,30,50,10,6,14,44
1061301,2015,57,24,41,108,5,8,14,132
8220109,2015,17,9,36,62,0,10,14,34
2140101,2015,131,56,104,154,0,13,14,100
12350704,2015,55,37,78,74,10,14,14,47
16012312,2015,107,89,154,208,7,19,14,73
3010401,2015,109,35,54,322,10,10,14,371
16530703,2015,65,31,66,78,0,12,14,57
3013923,2015,71,31,122,108,6,13,14,42
8061503,2015,46,13,56,50,0,0,14,21
2360503,2015,14,16,45,70,0,0,14,22
5430202,2015,9,18,38,28,0,8,14,16
18710209,2015,55,26,66,70,0,9,14,50
16018109,2015,53,31,62,46,5,10,14,37
2310412,2015,55,51,85,56,0,12,14,66
16014230,2016,23,0,25,68,0,0,14,42
15470107,2016,27,6,40,26,0,5,14,17
1066403,2016,39,18,60,62,0,10,14,24
3013923,2016,86,27,129,104,0,10,14,45
6270201,2016,86,35,86,64,0,16,14,55
5010513,2016,65,20,39,168,10,20,14,142
15040302,2016,74,25,39,236,9,33,14,478
16440205,2016,19,12,52,44,8,0,14,78
15730110,2016,15,11,35,46,0,0,14,29
8070404,2016,43,15,34,44,0,4,14,49
2201509,2016,0,0,13,6,0,7,14,7
12010706,2016,14,23,46,18,0,0,14,15
20040403,2016,59,12,88,34,0,0,14,27
17440111,2016,20,12,38,50,0,0,14,28
10180108,2016,47,15,47,88,0,0,14,57
11270404,2016,80,25,68,100,0,0,14,45
20250101,2016,14,23,48,36,9,6,14,51
7230104,2016,49,34,72,70,11,6,14,76
16015120,2016,168,40,146,100,0,6,14,83
1061302,2016,39,18,9,246,0,6,14,230
19420202,2016,42,6,26,28,0,7,14,45
9010303,2016,40,37,71,60,0,7,14,44
14440106,2016,42,24,79,44,0,9,14,33
12350305,2016,115,81,136,64,16,6,14,72
10040205,2016,14,0,10,30,0,8,14,82
14200102,2016,36,26,74,58,0,8,14,44
12010504,2016,44,38,61,152,0,8,14,135
12010614,2016,104,15,81,190,8,8,14,231
6250207,2016,134,72,179,112,7,11,14,60
18120109,2016,60,10,42,80,0,0,14,37
10030213,2016,50,23,37,50,0,6,14,36
18040603,2016,82,20,120,42,0,10,14,32
11020616,2016,313,6,314,46,0,13,14,46
5320103,2016,35,10,79,44,0,14,14,43
3010210,2016,196,0,20,464,49,16,14,987
20300206,2016,65,31,61,58,0,19,14,39
4020118,2016,42,7,73,68,0,4,14,29
2360209,2016,29,15,60,86,0,7,14,24
19030201,2016,60,21,60,102,0,8,14,50
2190515,2016,106,27,111,24,0,13,14,35
12630401,2016,73,48,117,118,0,24,14,50
2191103,2016,89,37,179,104,0,5,14,82
18520102,2016,15,0,51,60,9,7,14,50
5010103,2016,68,12,50,72,0,10,14,46
16380105,2016,53,21,75,88,6,12,14,52
7020309,2016,53,18,34,38,0,0,14,26
1360206,2016,47,27,79,82,0,0,14,42
7220605,2016,69,77,153,138,0,4,14,88
8061505,2016,45,16,63,42,0,5,14,35
4020505,2016,25,31,43,58,0,6,14,46
4120603,2016,48,26,42,66,8,8,14,48
3013004,2016,72,31,120,76,0,8,14,75
2191913,2016,64,22,97,78,7,8,14,29
2360105,2016,52,32,55,76,6,11,14,48
18130106,2016,66,19,97,82,21,13,14,71
5010604,2016,16,0,30,134,5,14,14,161
19022063,2016,26,19,33,18,9,4,14,26
18410205,2016,14,9,66,54,4,4,14,44
7060208,2016,96,25,143,108,9,7,14,45
20030106,2016,22,12,55,64,0,8,14,83
7060111,2016,50,24,17,252,10,15,14,208
6240308,2016,111,25,138,106,14,27,14,90
15150107,2016,16,6,45,26,6,4,14,39
11032723,2016,156,60,114,114,9,18,14,87
8070302,2016,64,35,33,98,7,20,14,82
2360504,2016,35,28,55,44,0,0,14,32
8050601,2016,99,16,77,72,0,4,14,37
12630403,2016,60,33,64,70,10,6,14,56
6260211,2016,84,49,164,136,0,12,14,64
20040204,2016,44,42,84,54,12,13,14,57
11060702,2016,41,17,48,42,0,0,14,31
12010813,2016,69,25,52,78,0,0,14,32
12230105,2016,27,14,37,40,0,4,14,53
4020103,2016,16,28,55,54,0,6,14,68
9065409,2016,11,32,21,46,6,8,14,30
10030209,2016,32,39,57,52,0,14,14,34
15040308,2016,91,29,96,122,0,18,14,50
4030205,2016,139,60,130,214,15,20,14,120
15200101,2016,16,16,35,26,0,0,14,26
10030215,2016,42,19,57,66,14,4,14,87
20300303,2016,27,12,30,72,0,6,14,127
9260215,2016,26,18,63,98,21,8,14,107
18040304,2016,120,36,116,182,6,10,14,218
11460205,2016,117,26,171,106,15,12,14,74
9065406,2016,68,23,67,166,0,14,14,151
14390209,2016,33,16,31,36,0,0,14,39
16015308,2016,34,9,42,52,0,4,14,28
16200209,2016,48,19,27,48,0,5,14,39
4190304,2016,48,20,40,90,0,8,14,49
10010601,2016,63,17,49,50,6,10,14,68
15450107,2016,41,0,27,52,0,12,14,23
11030712,2016,106,31,77,42,6,14,14,60
7130302,2016,67,27,95,60,7,14,14,33
18330210,2016,35,19,74,180,7,16,14,186
8060204,2016,75,59,145,170,5,6,14,68
4030405,2016,53,6,44,376,10,8,14,413
12510104,2016,91,56,159,140,6,17,14,95
17030205,2016,38,6,29,26,0,0,14,16
12470705,2016,100,26,61,54,0,6,14,19
12210311,2016,83,18,42,106,5,6,14,134
1062005,2016,60,31,62,50,7,8,14,53
7090610,2016,75,25,74,70,0,12,14,39
17140209,2016,48,26,58,44,4,0,14,26
16017410,2016,71,45,100,128,0,0,14,35
5320301,2016,35,12,55,84,0,10,14,41
4030102,2016,27,19,15,130,0,12,14,70
18700202,2016,46,13,73,42,0,0,14,47
4270904,2016,25,34,40,62,0,0,14,57
17030411,2016,82,31,138,66,16,4,14,51
12210404,2016,100,36,86,118,14,6,14,72
11490506,2016,77,17,59,72,0,8,14,28
16120102,2016,0,14,21,10,5,0,14,19
16013205,2016,57,0,39,46,5,4,14,34
16440201,2016,23,35,35,42,0,7,14,24
6230105,2016,50,13,74,50,4,8,14,29
8070303,2016,51,6,22,46,12,18,14,37
19030405,2016,91,37,92,96,26,39,14,114
8061804,2016,60,24,95,82,5,0,14,40
15020602,2016,43,37,46,78,0,4,14,44
5330302,2016,191,54,137,142,10,4,14,95
2310910,2016,135,41,131,112,6,6,14,83
10010909,2016,72,9,8,126,0,6,14,230
8061406,2016,59,38,68,162,0,6,14,42
12350704,2016,36,44,77,70,0,8,14,52
7010501,2016,37,21,87,158,0,9,14,45
2192016,2016,36,34,63,58,0,10,14,47
16017512,2016,107,52,220,110,6,12,14,53
5280509,2016,24,14,43,68,6,14,14,42
8140205,2016,52,54,83,68,0,14,14,52
6050601,2016,48,29,54,88,0,16,14,38
20020107,2016,22,27,46,54,10,6,14,96
14390105,2016,58,38,56,76,0,6,14,53
2190415,2016,89,45,148,112,6,8,14,57
11490201,2016,61,23,51,50,0,10,14,40
2310412,2016,80,43,82,66,0,12,14,68
14280111,2016,51,25,46,82,0,0,14,56
2190316,2016,92,47,183,68,0,8,14,45
2190313,2016,146,60,234,104,6,9,14,82
4280204,2016,38,22,43,70,0,10,14,54
18680204,2016,62,65,165,92,13,11,14,100
17500103,2016,46,18,58,118,4,11,14,129
18330105,2016,72,41,118,90,0,13,14,61
11032101,2016,183,66,147,176,7,20,14,85
18380205,2016,0,12,13,24,0,0,14,16
2370309,2016,50,20,37,44,0,0,14,29
10370103,2016,37,16,52,58,6,0,14,55
6190208,2016,68,17,79,72,0,0,14,45
12630206,2016,102,35,95,88,7,6,14,39
2191023,2016,70,21,65,54,0,10,14,115
4121104,2016,23,7,78,54,0,0,14,41
12460204,2016,116,32,104,64,0,4,14,67
12190506,2016,111,12,72,78,5,7,14,42
11030707,2016,151,69,137,96,6,10,14,76
14210106,2016,82,21,78,54,0,13,14,81
17190203,2016,85,40,72,92,16,12,14,51
4120125,2016,38,9,34,18,0,0,14,25
12190402,2016,92,36,165,86,8,0,14,60
4170105,2016,84,24,72,94,13,8,14,94
11060707,2016,40,47,37,104,6,12,14,53
6020601,2016,33,45,28,374,0,14,14,347
18240302,2016,43,32,83,142,11,15,14,139
16018116,2016,64,27,139,82,0,21,14,54
15350302,2016,18,0,0,18,0,0,14,15
5290502,2016,74,34,108,94,0,0,14,45
4280602,2016,27,29,31,66,0,4,14,41
12110103,2016,158,38,144,122,9,5,14,68
5020611,2016,54,23,70,70,10,7,14,113
16360104,2016,68,36,78,64,0,8,14,42
11031719,2016,134,126,221,98,18,20,14,61
5010304,2016,40,45,51,76,0,8,14,55
12640109,2016,54,50,94,100,4,8,14,87
18040808,2016,151,70,92,136,6,8,14,61
2150104,2016,40,42,59,156,0,13,14,56
18240205,2016,32,24,88,52,6,0,14,29
1052303,2016,63,17,83,58,0,0,14,43
15040503,2016,99,11,115,56,4,6,14,48
16570101,2016,75,44,63,80,0,6,14,33
19390105,2016,19,29,26,20,5,8,14,20
5021009,2016,112,61,80,110,14,8,14,44
2160602,2016,74,35,117,118,0,8,14,79
10040308,2016,37,10,43,26,0,13,14,21
8050310,2016,14,9,95,64,0,13,14,53
8050309,2016,42,19,49,114,0,0,14,43
7230107,2016,23,28,20,80,0,9,14,83
10320102,2016,96,26,137,126,11,9,14,65
16014221,2016,105,40,91,96,0,10,14,76
15040303,2016,60,17,30,182,4,16,14,353
3012901,2016,173,79,57,528,21,29,14,523
12470102,2016,59,0,95,72,0,4,14,46
15160106,2016,54,26,29,106,0,4,14,231
15050205,2016,39,42,69,84,13,7,14,100
2310409,2016,173,26,127,78,5,8,14,47
2140222,2016,91,18,48,60,0,15,14,48
2192013,2016,70,21,64,36,0,0,14,41
9190119,2016,45,17,48,52,5,0,14,24
16120210,2016,55,25,72,68,8,7,14,46
17020113,2016,90,43,59,148,0,10,14,52
5380308,2016,45,40,53,96,0,12,14,38
3011701,2016,72,9,20,152,0,12,14,287
2160208,2016,116,33,68,60,14,21,14,79
18040713,2016,19,20,23,22,0,0,14,11
12310204,2016,37,17,59,52,0,0,14,30
2190617,2016,82,19,91,52,0,0,14,37
2280408,2016,62,26,95,92,11,4,14,104
11460309,2016,47,27,36,74,4,9,14,40
15660207,2016,32,6,38,72,0,10,14,74
11030616,2016,96,46,128,78,0,10,14,55
4030709,2016,50,24,71,92,21,10,14,56
16012218,2016,256,12,84,128,6,17,14,86
19022036,2016,193,84,274,188,0,27,14,86
20040302,2016,47,28,68,60,0,6,14,75
17420113,2016,0,6,33,34,0,8,14,35
1065506,2016,27,28,63,60,8,0,14,27
2190310,2016,50,27,62,62,0,0,14,66
11032504,2016,100,30,150,68,0,7,14,34
2311101,2016,22,6,8,30,0,8,14,55
20250202,2016,33,21,29,68,5,8,14,54
18330207,2016,21,18,22,120,5,9,14,109
3012505,2016,84,0,41,116,12,12,14,264
4030306,2016,58,30,84,74,0,13,14,66
14010301,2016,53,27,79,104,15,15,14,195
2192108,2016,156,62,163,114,0,16,14,33
3010912,2016,189,54,57,298,11,23,14,403
5430202,2016,9,18,37,26,0,0,14,19
